City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Morki,RU,56.4303,48.9947,25.77,98,100,2.71,overcast clouds
348,Kruisfontein,ZA,-34.0033,24.7314,67.89,83,45,19.66,scattered clouds
349,Jiancheng,CN,30.391,104.5491,42.01,90,100,7.29,overcast clouds
350,Port-Gentil,GA,-0.7193,8.7815,79.79,80,15,8.97,few clouds
351,Fraga,ES,41.5229,0.3489,50.52,48,18,9.91,few clouds
352,Ewa Beach,US,21.3156,-158.0072,77.02,73,40,5.01,scattered clouds
353,Zhuanghe,CN,39.7008,122.9911,19.22,62,0,10.56,clear sky
354,Kilindoni,TZ,-7.9139,39.6668,79.66,76,100,7.49,overcast clouds
355,Soubre,CI,5.7856,-6.6083,85.41,56,40,6.76,scattered clouds
356,Chulym,RU,55.0997,80.9572,4.5,89,98,6.35,overcast clouds
357,Cabiraoan,PH,18.3238,122.086,71.73,88,97,11.25,overcast clouds
358,Pedasi,PA,7.5333,-80.0333,82.42,66,100,13.65,overcast clouds
359,Falkenberg,SE,56.9055,12.4912,39.96,92,100,21.21,light rain
360,Sovetskiy,RU,61.3614,63.5842,16.66,95,100,7.67,light snow
361,Bonthe,SL,7.5264,-12.505,80.24,74,91,10.36,overcast clouds
362,Czersk,PL,53.7959,17.9765,38.55,79,100,13.71,overcast clouds
363,Honiara,SB,-9.4333,159.95,78.96,88,79,0.83,broken clouds
364,Haines Junction,CA,60.7522,-137.5108,22.95,74,100,5.75,overcast clouds
365,Baykit,RU,61.67,96.37,13.33,97,98,5.3,overcast clouds
366,Egvekinot,RU,66.3167,-179.1667,-10.17,86,10,13.51,clear sky
367,Bandarbeyla,SO,9.4942,50.8122,75.36,69,100,11.16,overcast clouds
368,Nyzhni Sirohozy,UA,46.8484,34.3804,30.81,71,100,7.78,overcast clouds
369,Brae,GB,60.3964,-1.353,37.31,62,100,37.33,overcast clouds
370,Sandviken,SE,60.6167,16.7667,29.43,88,14,6.71,few clouds
371,Copiapo,CL,-27.3667,-70.3333,69.49,24,0,13.24,clear sky
372,Puerto Penasco,MX,31.3167,-113.5333,59.92,36,8,5.99,clear sky
373,Dudinka,RU,69.4058,86.1778,-20.04,100,94,3.44,overcast clouds
374,Mendi,PG,-6.1761,143.6513,55.96,99,100,1.23,light rain
375,La Macarena,CO,2.1837,-73.7849,86.83,52,100,4.52,overcast clouds
376,Sal Rei,CV,16.1833,-22.9167,73.6,73,20,13.8,few clouds
377,Tabas,IR,33.5959,56.9244,49.91,37,0,8.34,clear sky
378,Ancud,CL,-41.8697,-73.8203,74.23,59,16,7.16,few clouds
379,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.24,60,56,2.21,moderate rain
380,Melito Di Porto Salvo,IT,37.9222,15.7714,58.53,72,17,9.22,few clouds
381,Grindavik,IS,63.8424,-22.4338,24.75,86,20,5.75,few clouds
382,Kalabo,ZM,-14.97,22.6814,68.34,93,99,4.92,light rain
383,Hwange,ZW,-18.3693,26.5019,68.38,96,100,3.58,moderate rain
384,Teshie,GH,5.5836,-0.1072,84.76,79,40,6.91,scattered clouds
385,Ornskoldsvik,SE,63.2909,18.7153,12.02,100,79,3.44,broken clouds
386,San Quintin,MX,30.4833,-115.95,63.14,24,0,5.44,clear sky
387,Huilong,CN,31.8111,121.655,39.04,63,15,8.41,few clouds
388,Dingzhou,CN,38.5131,114.9956,26.71,40,93,4.27,overcast clouds
389,Saint-Pierre,RE,-21.3393,55.4781,82.08,69,100,6.91,overcast clouds
390,Kyra,RU,49.5776,111.9753,-3.06,95,36,4.68,scattered clouds
391,Kerema,PG,-7.9631,145.7785,77.04,86,100,8.34,light rain
392,Narsaq,GL,60.9167,-46.05,3.42,75,0,5.77,clear sky
393,Verkhoyansk,RU,67.5447,133.385,-45.4,100,71,1.77,broken clouds
394,Merauke,ID,-8.4667,140.3333,80.29,86,100,9.15,overcast clouds
395,Ramshir,IR,30.8946,49.4092,55.15,48,0,9.82,clear sky
396,Knysna,ZA,-34.0363,23.0471,66.58,84,12,10.6,few clouds
397,Alice Springs,AU,-23.7,133.8833,58.55,88,0,4.61,clear sky
398,Dedougou,BF,12.4667,-3.4667,80.92,9,2,5.66,clear sky
399,Gamba,GA,-2.65,10.0,77.09,84,9,7.11,clear sky
400,Gorontalo,ID,0.5412,123.0595,73.56,94,46,3.8,scattered clouds
401,La Ligua,CL,-32.4524,-71.2311,65.98,42,0,9.98,clear sky
402,Moravita,RO,45.2558,21.2703,42.13,87,0,1.14,clear sky
403,Hamilton,US,39.1834,-84.5333,27.19,70,0,1.99,snow
404,Waspan,NI,14.7419,-83.9717,85.68,73,24,8.03,few clouds
405,Abbeville,FR,50.1,1.8333,48.16,82,100,20.24,overcast clouds
406,Da Lat,VN,11.9465,108.4419,53.87,95,100,5.26,overcast clouds
407,Burns Lake,CA,54.2331,-125.7533,38.62,89,100,4.56,overcast clouds
408,Vila Velha,BR,-20.3297,-40.2925,82.35,83,40,11.99,scattered clouds
409,Marsh Harbour,BS,26.5412,-77.0636,73.96,57,0,4.12,clear sky
410,Ilulissat,GL,69.2167,-51.1,5.02,51,75,13.8,broken clouds
411,Linxia,CN,35.6003,103.2064,15.28,94,100,4.59,light snow
412,Esperance,AU,-33.8667,121.9,64.24,70,5,17.47,clear sky
413,Palauig,PH,15.435,119.9045,76.87,72,72,5.75,broken clouds
414,Pierre,US,44.3683,-100.351,54.52,33,0,3.0,clear sky
415,Klaksvik,FO,62.2266,-6.589,32.92,76,61,30.06,light snow
416,Huambo,AO,-12.7761,15.7392,58.5,76,100,4.47,overcast clouds
417,Tyrma,RU,50.0833,132.1667,-20.69,100,99,1.39,overcast clouds
418,Jizan,SA,17.3333,42.6667,77.94,58,0,11.43,clear sky
419,Belle Glade,US,26.6845,-80.6676,82.98,78,94,16.93,overcast clouds
420,Jalgaon,IN,21.0167,75.5667,66.94,22,0,5.53,clear sky
421,Sterling,US,39.0062,-77.4286,35.24,48,20,14.0,few clouds
422,Pambujan,PH,12.5642,124.9276,77.22,78,87,12.53,overcast clouds
423,Hambantota,LK,6.1241,81.1185,74.71,83,14,14.38,few clouds
424,Poronaysk,RU,49.2167,143.1167,8.22,84,100,9.66,overcast clouds
425,Paralimni,CY,35.0375,33.9833,56.43,74,3,5.01,clear sky
426,Russell,US,32.3502,-85.1999,48.06,39,0,8.9,clear sky
427,Komsomolskiy,UZ,40.4272,71.7189,42.22,51,100,6.91,overcast clouds
428,Faanui,PF,-16.4833,-151.75,81.09,72,12,18.68,few clouds
429,San Andres,CO,12.5847,-81.7006,84.22,74,20,10.36,few clouds
430,Basco,PH,20.4487,121.9702,71.65,77,63,25.9,broken clouds
431,Booue,GA,-0.0921,11.9385,78.93,65,4,2.77,clear sky
432,Omsukchan,RU,62.5333,155.8,-23.66,77,3,3.62,clear sky
433,Palana,RU,59.1167,159.9667,1.99,85,99,8.7,overcast clouds
434,Leander,US,30.5788,-97.8531,47.48,37,0,1.01,clear sky
435,Koygorodok,RU,60.445,50.9968,9.63,95,35,5.91,scattered clouds
436,Kattivakkam,IN,13.2167,80.3167,81.07,81,98,9.91,overcast clouds
437,Tres Arroyos,AR,-38.3739,-60.2798,63.82,63,100,19.26,overcast clouds
438,Bernalillo,US,35.05,-106.6673,41.07,43,0,5.75,clear sky
439,Korla,CN,41.7597,86.1469,24.69,41,96,8.79,overcast clouds
440,Biltine,TD,14.5333,20.9167,69.37,14,5,18.77,clear sky
441,Clarence Town,AU,-32.5833,151.7833,70.86,89,90,4.03,overcast clouds
442,Bambous Virieux,MU,-20.3428,57.7575,80.22,89,75,21.85,light rain
443,Wabrzezno,PL,53.2799,18.9477,39.09,81,99,16.28,overcast clouds
444,Pavelets,RU,53.7883,39.246,-1.16,100,89,5.5,overcast clouds
445,Kiruna,SE,67.8557,20.2251,22.12,93,100,14.97,overcast clouds
446,Kabompo,ZM,-13.5927,24.2008,65.98,96,100,2.98,light rain
447,Khandbari,NP,27.3747,87.2039,44.55,73,24,4.03,few clouds
448,Lebowakgomo,ZA,-24.2,29.5,67.1,73,0,8.46,clear sky
449,Mendeleyevsk,RU,55.9082,52.2905,20.44,97,100,3.65,overcast clouds
450,Lasa,IT,46.6166,10.7002,38.66,60,3,4.56,clear sky
451,Bayir,TR,37.2687,28.2167,36.12,64,1,2.17,clear sky
452,Muros,ES,42.7762,-9.0603,52.09,72,0,14.65,clear sky
453,Cascais,PT,38.6979,-9.4215,56.46,73,20,1.01,few clouds
454,Torbay,CA,47.6666,-52.7314,49.75,94,100,24.16,moderate rain
455,Kourou,GF,5.1552,-52.6478,84.25,81,49,8.9,scattered clouds
456,Quang Ngai,VN,15.1167,108.8,68.67,92,100,4.25,overcast clouds
457,San Vicente,AR,-26.6167,-54.1333,72.3,81,100,4.79,overcast clouds
458,Dicabisagan,PH,17.0818,122.4157,72.95,89,86,8.88,overcast clouds
459,Ariquemes,BR,-9.9133,-63.0408,82.87,70,97,5.59,overcast clouds
460,Nouadhibou,MR,20.931,-17.0347,67.98,88,0,18.41,clear sky
461,Pergamino,AR,-33.89,-60.5736,73.26,50,45,17.27,scattered clouds
462,Magelang,ID,-7.4706,110.2178,77.74,93,96,1.57,overcast clouds
463,Kirakira,SB,-10.4544,161.9205,81.1,84,100,4.81,overcast clouds
464,Hoogeveen,NL,52.6833,6.5833,44.38,90,100,22.97,light rain
465,Dana Point,US,33.467,-117.6981,73.53,21,0,7.0,clear sky
466,Rossland,CA,49.0831,-117.8022,30.92,87,72,3.96,broken clouds
467,Cairns,AU,-16.9167,145.7667,75.15,92,75,5.75,broken clouds
468,Caravelas,BR,-17.7125,-39.2481,78.13,79,100,8.9,light rain
469,Aswan,EG,24.0934,32.907,55.17,44,0,10.98,clear sky
470,Greenwood,US,34.1668,-82.1165,51.28,38,0,1.99,clear sky
471,Mabaruma,GY,8.2,-59.7833,81.75,70,61,6.15,broken clouds
472,Mehamn,NO,71.0357,27.8492,22.48,83,5,22.17,clear sky
473,San-Pedro,CI,4.7485,-6.6363,80.76,81,13,8.5,few clouds
474,Buta,CD,2.7858,24.73,77.72,36,100,2.93,overcast clouds
475,Truro,GB,50.2653,-5.0544,51.57,87,75,24.16,broken clouds
476,Lompoc,US,34.6391,-120.4579,71.13,36,0,0.0,clear sky
477,Gobabis,NA,-22.45,18.9667,72.82,59,98,4.83,light rain
478,Chapais,CA,49.7834,-74.8492,-0.62,73,76,10.76,broken clouds
479,Iqaluit,CA,63.7506,-68.5145,-25.31,60,75,0.0,broken clouds
480,Urucara,BR,-2.5364,-57.76,83.7,77,100,2.26,overcast clouds
481,Saryagash,KZ,41.4511,69.1701,49.96,29,100,2.62,overcast clouds
482,Zykovo,RU,55.9519,93.1461,27.34,76,100,5.93,overcast clouds
483,Leh,IN,34.1667,77.5833,-7.56,73,86,3.18,overcast clouds
484,Acapulco,MX,16.8634,-99.8901,84.02,65,0,10.36,clear sky
485,Nemuro,JP,43.3236,145.575,23.49,73,100,18.1,overcast clouds
486,Barra Do Garcas,BR,-15.89,-52.2567,91.98,62,40,4.72,scattered clouds
487,Sinnamary,GF,5.3833,-52.95,79.9,78,53,9.84,broken clouds
488,Ambon,ID,-3.6954,128.1814,77.14,88,20,8.05,few clouds
489,Port Keats,AU,-14.25,129.55,76.53,88,100,2.89,overcast clouds
490,Meulaboh,ID,4.1363,96.1285,75.4,88,99,7.78,overcast clouds
491,Puerto Maldonado,PE,-12.6,-69.1833,82.31,78,100,3.0,overcast clouds
492,Hanzhong,CN,33.0728,107.0303,34.9,93,100,7.36,light snow
493,Hinton,CA,53.4001,-117.5857,41.04,67,100,11.88,overcast clouds
494,Broome,US,42.2506,-75.833,20.21,66,0,3.0,clear sky
495,San Pedro,PH,14.35,121.0167,78.03,73,40,8.05,scattered clouds
496,Matagami,CA,49.7502,-77.6328,3.31,47,0,13.8,clear sky
497,Flinders,AU,-34.5833,150.8552,69.39,82,99,5.01,light rain
498,Aklavik,CA,68.2191,-135.0107,-31.97,66,40,3.44,scattered clouds
499,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,77,74,12.26,broken clouds
500,Suez,EG,29.9737,32.5263,55.62,62,5,7.92,clear sky
501,Lubbenau,DE,51.8667,13.9667,41.92,71,100,16.24,overcast clouds
502,Weinan,CN,34.5036,109.5089,35.29,45,100,4.41,light snow
503,Nan,TH,18.8333,100.6667,62.11,97,60,0.78,broken clouds
504,Hameenlinna,FI,60.996,24.4643,31.01,85,100,7.31,overcast clouds
505,Panama City,PA,8.9936,-79.5197,93.16,45,40,19.57,scattered clouds
506,Arak,IR,34.0917,49.6892,30.87,77,4,7.16,clear sky
507,Kasongo,CD,-4.45,26.6667,67.06,94,88,0.83,overcast clouds
508,Yima,CN,34.7381,111.8839,29.91,50,100,3.89,overcast clouds
509,Karratha,AU,-20.7377,116.8463,84.33,71,100,6.78,overcast clouds
510,Zaragoza,ES,41.6561,-0.8773,50.02,39,20,8.99,few clouds
511,Tayu,ID,-6.5397,111.0518,77.77,88,93,7.83,overcast clouds
512,Pechenga,RU,69.5259,31.1703,18.46,86,100,18.48,overcast clouds
513,Prince Rupert,CA,54.3161,-130.3201,44.69,65,0,12.66,clear sky
514,Boden,SE,65.8252,21.6886,24.8,94,35,6.62,scattered clouds
515,Kabanjahe,ID,3.1001,98.4908,63.36,95,100,0.29,overcast clouds
516,Iquitos,PE,-3.7481,-73.2472,73.44,94,75,3.44,light rain
517,Lorengau,PG,-2.0226,147.2712,80.64,77,64,7.56,broken clouds
518,Sambava,MG,-14.2667,50.1667,76.66,89,100,5.1,overcast clouds
519,Santiago Del Estero,AR,-27.7951,-64.2615,90.91,30,64,10.33,broken clouds
520,Jibuti,DJ,11.5,42.5,74.62,41,2,7.52,clear sky
521,Chake Chake,TZ,-5.2459,39.7666,78.17,78,100,6.55,overcast clouds
522,Rettikhovka,RU,44.1683,132.7669,-1.66,99,100,2.53,overcast clouds
523,Pekan,MY,3.4836,103.3996,77.11,92,100,10.45,overcast clouds
524,Mombaca,BR,-5.7431,-39.6275,86.09,54,80,3.69,broken clouds
525,San Isidro,PE,-12.1167,-77.05,82.02,57,0,8.05,clear sky
526,Lardos,GR,36.0942,28.0157,55.94,77,49,9.6,scattered clouds
527,Laurel,US,39.0993,-76.8483,34.75,48,0,4.0,clear sky
528,Dehri,IN,24.8667,84.1833,50.76,68,0,4.29,clear sky
529,Novouzensk,RU,50.4592,48.1431,8.65,96,53,8.5,broken clouds
530,Husavik,IS,66.0449,-17.3389,17.51,96,100,27.89,snow
531,Harper,LR,4.375,-7.7169,80.29,81,21,10.31,few clouds
532,Yeppoon,AU,-23.1333,150.7333,73.18,70,50,18.3,scattered clouds
533,Otane,NZ,-39.8833,176.6333,61.02,99,100,1.21,light rain
534,Pochutla,MX,15.7432,-96.4661,87.82,34,3,9.37,clear sky
535,Puerto Rondon,CO,6.2805,-71.1,95.34,29,36,6.38,scattered clouds
536,Vysha,RU,53.8477,42.3777,2.75,100,98,3.6,overcast clouds
537,Kurumkan,RU,54.3,110.3,-4.34,97,100,2.57,overcast clouds
538,Lima,PE,-12.0432,-77.0282,80.91,57,0,5.01,clear sky
539,Salinas,US,36.6777,-121.6555,64.98,41,0,6.91,clear sky
540,Tiznit,MA,29.5833,-9.5,62.98,33,60,1.01,broken clouds
541,Morehead,US,37.2711,-87.1764,28.11,69,5,3.0,clear sky
542,Teya,RU,60.3778,92.6267,16.88,90,100,8.34,overcast clouds
543,Manaure,CO,11.7751,-72.4445,84.31,67,90,17.34,overcast clouds
544,Ampanihy,MG,-24.7,44.75,75.22,82,100,18.79,overcast clouds
545,Farafangana,MG,-22.8167,47.8333,77.5,94,100,36.95,heavy intensity rain
546,Belyy Yar,RU,53.6039,91.3903,-10.14,88,56,2.24,fog
547,Opuwo,NA,-18.0607,13.84,72.23,45,97,5.37,overcast clouds
548,Mana,GF,5.6592,-53.7767,80.02,79,32,10.56,heavy intensity rain
549,Pevek,RU,69.7008,170.3133,-28.39,99,39,2.89,scattered clouds
550,Egersund,NO,58.4513,5.9997,44.82,85,97,21.47,light rain
551,Aguada De Pasajeros,CU,22.385,-80.8508,87.94,30,7,12.19,clear sky
552,Anchorage,US,61.2181,-149.9003,27.32,87,100,5.01,overcast clouds
553,Tres Picos,MX,15.8667,-93.5333,78.15,49,36,16.06,scattered clouds
554,Pontes E Lacerda,BR,-15.2261,-59.3353,85.21,71,93,3.15,overcast clouds
555,Roseburg,US,43.2165,-123.3417,49.32,76,100,4.61,overcast clouds
556,Altay,CN,47.8667,88.1167,7.03,50,0,9.86,clear sky
557,Ponta Delgada,PT,37.7333,-25.6667,62.51,82,20,13.8,few clouds
558,Murdochville,CA,48.9583,-65.5006,2.28,87,100,9.82,overcast clouds
559,Hohhot,CN,40.8106,111.6522,-0.11,65,0,6.71,clear sky
560,Henties Bay,NA,-22.116,14.2845,67.86,81,12,4.88,few clouds
561,Chardara,KZ,41.2547,67.9692,51.64,37,100,22.01,overcast clouds
562,Brumado,BR,-14.2036,-41.6653,79.0,67,99,4.09,light rain
563,Brownsville,US,25.9018,-97.4975,51.78,62,0,5.01,clear sky
564,Kango,GA,0.1943,10.0951,76.06,93,9,3.4,clear sky
565,Sladkovo,RU,55.5284,70.3385,12.54,80,100,8.39,overcast clouds
566,Jyvaskyla,FI,62.2415,25.7209,28.76,94,100,6.91,overcast clouds
567,Aviles,ES,43.5547,-5.9248,49.73,76,0,3.44,clear sky
568,Vanavara,RU,60.34,102.2797,17.28,95,100,7.23,light snow
569,Oriximina,BR,-1.7656,-55.8661,85.96,66,100,2.51,overcast clouds
570,Kuala Terengganu,MY,5.3302,103.1408,80.55,83,40,6.91,scattered clouds
571,Lamu,KE,-2.2717,40.902,79.02,87,100,9.62,overcast clouds
572,Jacmel,HT,18.2342,-72.5347,84.04,66,31,6.73,scattered clouds
573,Ust-Ilimsk,RU,58.0006,102.6619,20.64,94,100,9.93,light snow
574,Kondinskoye,RU,59.6481,67.41,17.62,97,100,3.62,overcast clouds
575,San Policarpo,PH,12.1791,125.5072,79.56,74,100,16.6,overcast clouds
576,Camacha,PT,33.0833,-16.3333,63.54,82,20,19.57,few clouds
577,Vila,PT,42.0304,-8.1588,44.33,74,0,4.83,clear sky
578,Berlevag,NO,70.8578,29.0864,23.88,84,79,27.92,broken clouds
579,Mount Isa,AU,-20.7333,139.5,73.17,43,0,5.75,clear sky
580,Areosa,PT,41.7178,-8.8571,55.33,76,0,11.12,clear sky
581,Partizanskoye,RU,55.5006,94.39,22.01,67,100,13.78,overcast clouds
582,Itarema,BR,-2.9248,-39.9167,81.91,73,16,13.09,few clouds
583,Celestun,MX,20.8667,-90.4,74.1,74,83,19.66,broken clouds
584,Sakakah,SA,29.9697,40.2064,51.37,54,39,8.05,scattered clouds
585,Gushikawa,JP,26.3544,127.8686,56.43,62,75,12.66,broken clouds
586,Trapani,IT,37.8333,12.6667,55.49,88,40,8.05,scattered clouds
587,Mogadishu,SO,2.0371,45.3438,77.31,83,5,16.22,clear sky
588,Zyryanka,RU,65.75,150.85,-41.03,100,51,2.93,broken clouds
589,Sembabule,UG,-0.0772,31.4567,65.82,81,100,3.09,overcast clouds
590,Progreso,MX,21.2833,-89.6667,73.51,73,81,18.1,broken clouds
591,Bada,RU,51.392,109.8717,-3.23,96,62,4.14,broken clouds
592,Half Moon Bay,US,37.4636,-122.4286,63.59,61,0,3.44,haze
593,Chumikan,RU,54.7183,135.315,-1.91,78,100,12.55,overcast clouds
594,Kisumu,KE,-0.1022,34.7617,68.02,81,100,3.89,light rain
595,Fairbanks,US,64.8378,-147.7164,3.16,79,100,0.0,overcast clouds
596,Sola,VU,-13.8833,167.55,82.78,78,100,18.9,overcast clouds
597,Okhotsk,RU,59.3833,143.3,-9.69,70,0,11.65,clear sky
598,Aloleng,PH,16.1307,119.7824,76.37,72,79,9.84,broken clouds
599,Mbalmayo,CM,3.5167,11.5,71.92,29,16,4.07,few clouds
600,Tubuala,PA,9.5167,-79.0333,93.33,73,20,12.35,few clouds
601,Moranbah,AU,-22.0016,148.0466,68.29,76,3,13.44,clear sky
602,Iroquois Falls,CA,48.7669,-80.6831,6.94,71,100,6.02,overcast clouds
603,Hvolsvollur,IS,63.7533,-20.2243,19.81,89,100,6.11,overcast clouds
604,Santa Luzia,BR,-19.7697,-43.8514,80.74,73,20,3.44,moderate rain
605,Charters Towers,AU,-20.1,146.2667,69.73,84,1,8.34,clear sky
606,Balkhash,KZ,46.844,74.9804,13.41,76,1,19.62,clear sky
607,At-Bashi,KG,41.1702,75.8106,1.04,62,99,2.44,overcast clouds
608,Aberdeen,GB,57.1437,-2.0981,39.69,74,20,11.5,few clouds
609,Bonanza,NI,14.0289,-84.591,85.62,46,21,7.94,few clouds
610,Alekseyevsk,RU,57.8406,108.3492,17.4,94,100,9.8,light snow
611,Darab,IR,28.7519,54.5444,50.22,78,0,3.91,clear sky
612,Kisangani,CD,0.5167,25.2,71.69,83,100,3.6,overcast clouds
613,Maraba,BR,-5.3686,-49.1178,86.18,70,75,2.3,moderate rain
614,Kashi,CN,39.4547,75.9797,24.01,68,100,6.71,overcast clouds
615,Saint-Denis,FR,48.9167,2.3333,46.11,77,0,5.99,clear sky
616,Ler,SS,8.3018,30.1418,78.35,16,100,7.09,overcast clouds
617,Caibarien,CU,22.5206,-79.4669,83.52,62,0,12.08,clear sky
618,Huntsville,US,34.7304,-86.5861,41.14,49,0,3.0,clear sky
619,Odienne,CI,9.51,-7.5692,80.2,13,85,2.89,overcast clouds
620,Kasukabe,JP,35.9764,139.7536,36.95,45,1,8.86,clear sky
621,Sao Cristovao,BR,-11.0147,-37.2064,85.91,62,20,12.66,few clouds
622,Athabasca,CA,54.7169,-113.2854,28.13,85,97,12.66,overcast clouds
623,Narasannapeta,IN,18.4167,84.05,67.59,54,100,4.32,overcast clouds
624,Kidal,ML,18.4411,1.4078,66.18,13,0,10.07,clear sky
625,Kropotkin,RU,45.4375,40.5756,24.03,92,14,4.81,few clouds
626,Alassio,IT,44.0039,8.1671,54.48,85,0,4.61,clear sky
627,Atasu,KZ,48.6814,71.6433,17.6,60,1,18.52,clear sky
628,Serebryansk,KZ,49.6925,83.2892,-16.29,85,5,5.19,clear sky
629,Koumac,NC,-20.5667,164.2833,79.16,78,92,1.16,overcast clouds
630,Fenyi,CN,27.8112,114.6681,42.42,80,100,2.06,overcast clouds
631,Sonamura,IN,23.4719,91.2664,56.61,68,0,4.12,clear sky
632,Klyuchi,RU,52.2667,79.1667,0.5,93,8,6.4,clear sky
633,Naifaru,MV,5.4444,73.3657,80.78,71,14,8.79,few clouds
634,Bogo,PH,11.0517,124.0055,77.14,77,95,13.91,overcast clouds
635,Wheeling,US,42.1392,-87.929,22.55,53,0,12.66,clear sky
636,Witbank,ZA,-25.8713,29.2332,58.84,80,33,19.55,scattered clouds
637,Bulanash,RU,57.2783,61.9965,14.94,95,100,3.83,overcast clouds
638,Dwarka,IN,22.2394,68.9678,69.67,62,0,5.75,clear sky
639,Port Hardy,CA,50.6996,-127.4199,44.76,87,75,4.61,broken clouds
640,Bo Rai,TH,12.5728,102.5371,82.85,80,53,5.32,broken clouds
641,Nizwa,OM,22.9333,57.5333,70.34,28,0,1.41,clear sky
642,Boende,CD,-0.2167,20.8667,78.28,56,31,2.26,scattered clouds
643,Vanimo,PG,-2.6741,141.3028,77.61,87,99,6.04,overcast clouds
644,Loa Janan,ID,-0.583,117.095,73.58,98,100,1.34,moderate rain
645,Zlynka,RU,52.4267,31.7378,37.63,95,99,14.83,overcast clouds
646,Pimenta Bueno,BR,-11.6725,-61.1936,82.04,83,88,3.56,overcast clouds
647,Kralendijk,BQ,12.15,-68.2667,76.98,78,40,4.61,light intensity drizzle
648,Santa Ana,US,33.7456,-117.8678,74.44,17,20,3.0,few clouds
649,Nandura,IN,20.8333,76.45,66.0,22,0,5.28,clear sky
650,Aasiaat,GL,68.7098,-52.8699,-6.77,84,99,7.14,overcast clouds
651,Townsville,AU,-19.25,146.8,74.28,78,26,8.05,scattered clouds
652,Gbadolite,CD,4.2833,21.0167,77.79,36,98,1.83,overcast clouds
653,Belmonte,BR,-15.8631,-38.8828,75.7,80,75,9.51,light rain
654,Burnie,AU,-41.0667,145.9167,58.95,95,86,11.77,overcast clouds
655,Lewiston,US,44.1003,-70.2148,22.95,66,20,13.8,few clouds
656,Nacala,MZ,-14.5428,40.6728,76.05,86,98,5.32,overcast clouds
657,Inuvik,CA,68.3499,-133.7218,-31.79,68,20,3.44,few clouds
658,Honolulu,US,21.3069,-157.8583,79.56,77,40,5.75,scattered clouds
659,Uvira,CD,-3.4067,29.1458,71.87,79,99,3.11,overcast clouds
660,Bivolari,RO,47.5333,27.4333,37.98,71,100,10.89,overcast clouds
661,Le Port,RE,-20.9373,55.2919,82.4,87,100,18.1,moderate rain
662,Kaseda,JP,31.4167,130.3167,37.85,61,96,25.95,overcast clouds
663,Williams Lake,CA,52.1415,-122.1445,42.37,74,75,1.01,broken clouds
664,Kijang,KR,35.2442,129.2139,26.33,49,4,18.37,clear sky
665,Grand-Santi,GF,4.25,-54.3833,79.92,92,48,3.83,scattered clouds
666,Lamar,US,33.6668,-95.5836,44.51,39,0,9.22,clear sky
667,Ourossogui,SN,15.6064,-13.3211,87.8,20,0,4.61,clear sky
668,Te Anau,NZ,-45.4167,167.7167,47.88,76,14,2.26,few clouds
669,Sigayevo,RU,56.4216,53.7757,14.92,92,100,2.24,light snow
670,Kpandae,GH,8.4689,-0.0113,86.56,15,0,5.21,clear sky
671,Troutdale,US,45.5393,-122.3873,52.47,81,0,3.44,clear sky
672,Moussoro,TD,13.6408,16.4901,67.1,13,0,14.27,clear sky
673,Skibbereen,IE,51.55,-9.2667,52.11,85,100,31.74,light rain
674,Goldap,PL,54.3063,22.3036,33.24,92,92,14.94,overcast clouds
675,Mercedes,AR,-34.6515,-59.4307,74.64,66,49,20.45,scattered clouds
676,Jaffna,LK,9.6685,80.0074,77.18,78,70,13.96,broken clouds
677,Perth,AU,-31.9333,115.8333,73.15,84,0,1.14,clear sky
678,Omboue,GA,-1.5746,9.2618,77.32,86,29,7.05,scattered clouds
679,Yinchuan,CN,38.4681,106.2731,19.04,30,99,6.71,overcast clouds
680,Karaton,ID,-6.3424,106.1045,77.16,98,97,6.31,overcast clouds
681,Kushiro,JP,42.975,144.3747,18.28,74,100,6.2,overcast clouds
682,Andros Town,BS,24.7,-77.7667,76.96,57,0,9.46,clear sky
683,San Roque,ES,36.2107,-5.3842,61.63,67,20,5.75,few clouds
684,Moose Factory,CA,51.2585,-80.6094,1.4,46,0,8.05,clear sky
685,Sourpi,GR,39.1,22.9,49.51,87,0,4.61,clear sky
686,Akdepe,TM,42.0551,59.3788,42.89,85,100,18.34,overcast clouds
687,Misratah,LY,32.3754,15.0925,62.04,57,64,6.35,broken clouds
688,Porto Novo,BJ,6.4965,2.6036,82.22,82,0,6.8,clear sky
689,Khao Yoi,TH,13.2403,99.8243,81.99,70,65,3.98,broken clouds
690,Yantai,CN,37.5333,121.4,32.23,49,19,16.96,few clouds
691,Noyabrsk,RU,63.1994,75.4507,-6.18,99,100,1.5,overcast clouds
692,Kozan,TR,37.4552,35.8157,40.1,56,46,7.34,scattered clouds
693,Durango,MX,24.8333,-104.8333,63.28,29,4,1.74,clear sky
694,Jasper,US,37.2001,-94.3502,41.54,44,0,13.8,clear sky
695,Mtimbira,TZ,-8.7833,36.35,72.27,81,91,3.2,overcast clouds
696,Codrington,AU,-38.2667,141.9667,55.38,89,55,8.95,broken clouds
697,Usta Muhammad,PK,28.1794,68.0445,58.64,33,0,7.29,clear sky
698,Bull Savanna,JM,17.8868,-77.5902,81.16,47,41,5.23,scattered clouds
