City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
357,Kibala,0,TD,2022-02-05 17:19:03,16,9.1104,18.3463,87.75,6.91
358,Pechenga,100,RU,2022-02-05 17:19:03,86,69.5259,31.1703,18.46,18.3
359,Navahrudak,100,BY,2022-02-05 17:19:04,85,53.6,25.8333,32.43,16.13
360,Grand-Santi,84,GF,2022-02-05 17:19:04,81,4.25,-54.3833,81.99,3.51
361,Nara,23,JP,2022-02-05 17:18:54,62,34.6851,135.8049,38.48,10.63
362,Castro,89,BR,2022-02-05 17:19:05,84,-24.7911,-50.0119,74.03,8.08
363,Maturin,13,VE,2022-02-05 17:19:05,29,9.75,-63.1767,93.25,7.43
364,Barmer,0,IN,2022-02-05 17:19:06,36,25.75,71.3833,65.71,6.49
365,Abu Samrah,4,SY,2022-02-05 17:19:06,76,35.3029,37.1841,46.47,9.33
366,Lavrentiya,29,RU,2022-02-05 17:19:07,94,65.5833,-171.0,-18.72,8.79
367,Mpongwe,88,ZM,2022-02-05 17:19:07,96,-13.5091,28.155,63.07,1.77
368,Maniitsoq,100,GL,2022-02-05 17:20:08,90,65.4167,-52.9,5.83,14.65
369,Mongo,3,TD,2022-02-05 17:20:08,15,12.1844,18.693,78.75,8.34
370,Sohbatpur,0,PK,2022-02-05 17:20:09,28,28.5202,68.5434,64.51,9.55
371,Ewa Beach,0,US,2022-02-05 17:20:09,84,21.3156,-158.0072,68.02,5.99
372,Odweyne,85,SO,2022-02-05 17:20:10,32,9.4092,45.064,68.79,11.07
373,Aguimes,0,ES,2022-02-05 17:20:10,60,27.9054,-15.4461,68.67,6.91
374,Saint-Pierre,0,RE,2022-02-05 17:20:11,65,-21.3393,55.4781,83.88,8.05
375,Sorland,90,NO,2022-02-05 17:16:48,79,67.667,12.6934,39.18,24.74
376,Eureka,78,US,2022-02-05 17:20:12,91,40.8021,-124.1637,47.19,1.01
377,Avesta,15,SE,2022-02-05 17:17:35,82,60.1455,16.1679,32.72,7.07
378,Yenagoa,1,NG,2022-02-05 17:20:12,36,4.9247,6.2642,92.48,7.92
379,Chapais,28,CA,2022-02-05 17:17:45,74,49.7834,-74.8492,-4.22,8.77
380,Raymondville,0,US,2022-02-05 17:20:13,40,26.4815,-97.7831,48.15,9.37
381,Seoul,0,KR,2022-02-05 17:16:28,79,37.5683,126.9778,24.24,1.14
382,Menongue,99,AO,2022-02-05 17:20:14,90,-14.6585,17.691,62.96,6.17
383,Grand Gaube,100,MU,2022-02-05 17:20:14,80,-20.0064,57.6608,80.38,7.0
384,Esperance,2,AU,2022-02-05 17:19:56,70,-33.8667,121.9,67.3,18.72
385,Mehamn,66,NO,2022-02-05 17:20:15,87,71.0357,27.8492,21.42,18.48
386,Samarinda,100,ID,2022-02-05 17:20:15,98,-0.5,117.15,74.37,1.14
387,Berlevag,100,NO,2022-02-05 17:20:16,83,70.8578,29.0864,24.12,24.94
388,Redcliffe,75,AU,2022-02-05 17:20:16,72,-27.2307,153.0973,68.09,11.5
389,Yanam,61,IN,2022-02-05 17:20:17,86,16.7333,82.2167,70.59,3.67
390,Umm Kaddadah,70,SD,2022-02-05 17:15:58,15,13.6017,26.6876,64.96,14.03
391,Barreirinhas,99,BR,2022-02-05 17:20:17,69,-2.7469,-42.8264,84.97,9.42
392,Araceli,100,PH,2022-02-05 17:20:18,81,10.5529,119.9913,79.74,26.02
393,Poum,87,NC,2022-02-05 17:20:19,72,-20.2333,164.0167,80.44,5.35
394,Bosaso,91,SO,2022-02-05 17:20:19,66,11.2842,49.1816,75.15,1.16
395,Port Moresby,100,PG,2022-02-05 17:20:20,86,-9.4431,147.1797,76.23,8.1
396,Hualmay,29,PE,2022-02-05 17:20:20,71,-11.0964,-77.6139,75.15,10.09
397,Hami,95,CN,2022-02-05 17:20:21,26,42.8,93.45,27.43,15.55
398,Kudahuvadhoo,73,MV,2022-02-05 17:20:21,70,2.6708,72.8944,81.9,10.0
399,Sambava,100,MG,2022-02-05 17:17:20,89,-14.2667,50.1667,76.57,6.29
400,Salalah,1,OM,2022-02-05 17:20:10,78,17.0151,54.0924,72.28,3.2
401,Dumas,0,US,2022-02-05 17:18:19,55,35.8656,-101.9732,36.82,19.57
402,Isiro,100,CD,2022-02-05 17:20:22,30,2.7739,27.616,75.92,4.47
403,Rio Grande,99,BR,2022-02-05 17:20:23,68,-32.035,-52.0986,80.71,10.76
404,Cherskiy,15,RU,2022-02-05 17:15:42,96,68.75,161.3,-32.82,1.39
405,Magadan,57,RU,2022-02-05 17:20:24,63,59.5667,150.8,1.65,11.61
406,New Bern,0,US,2022-02-05 17:20:24,53,35.1085,-77.0441,46.42,17.27
407,Santona,18,ES,2022-02-05 17:20:25,68,43.4439,-3.4576,53.08,2.35
408,Moussoro,2,TD,2022-02-05 17:17:38,11,13.6408,16.4901,74.41,12.64
409,Ravar,3,IR,2022-02-05 17:20:26,35,31.2656,56.8055,54.93,11.32
410,Antofagasta,15,CL,2022-02-05 17:20:26,62,-23.65,-70.4,71.22,8.86
411,Sri Aman,96,MY,2022-02-05 17:20:27,94,1.2376,111.4621,77.05,2.3
412,Kampong Thum,23,KH,2022-02-05 17:20:27,58,12.7111,104.8887,76.77,14.83
413,Tura,37,IN,2022-02-05 17:20:28,90,25.5198,90.2201,51.33,1.57
414,Bubaque,0,GW,2022-02-05 17:20:28,60,11.2833,-15.8333,79.27,13.8
415,Leh,21,IN,2022-02-05 17:21:29,74,34.1667,77.5833,-9.04,3.44
416,Santa Maria,99,BR,2022-02-05 17:17:50,52,-29.6842,-53.8069,83.61,4.34
417,Hay River,75,CA,2022-02-05 17:21:29,77,60.8156,-115.7999,-7.62,2.3
418,Ahuimanu,20,US,2022-02-05 17:21:30,90,21.4447,-157.8378,67.78,1.99
419,Springbok,35,ZA,2022-02-05 17:21:30,24,-29.6643,17.8865,85.46,14.38
420,Dongying,94,CN,2022-02-05 17:21:31,32,37.4564,118.4856,28.08,7.61
421,Ngaoundere,46,CM,2022-02-05 17:21:31,17,7.3167,13.5833,75.81,8.01
422,Bandarbeyla,32,SO,2022-02-05 17:21:32,67,9.4942,50.8122,75.99,10.07
423,Coihaique,75,CL,2022-02-05 17:18:26,43,-45.5752,-72.0662,70.41,8.05
424,Samarai,100,PG,2022-02-05 17:21:33,82,-10.6167,150.6667,80.29,10.51
425,Mahajanga,40,MG,2022-02-05 17:21:33,79,-15.7167,46.3167,84.22,13.8
426,Sept-Iles,75,CA,2022-02-05 17:21:34,48,50.2001,-66.3821,9.05,1.99
427,Katobu,94,ID,2022-02-05 17:21:34,91,-4.9408,122.5276,75.72,1.12
428,Kruisfontein,89,ZA,2022-02-05 17:18:18,75,-34.0033,24.7314,67.89,20.45
429,Karratha,60,AU,2022-02-05 17:21:35,71,-20.7377,116.8463,84.96,5.19
430,Auki,64,SB,2022-02-05 17:21:35,87,-8.7676,160.7034,79.23,6.4
431,Andros Town,0,BS,2022-02-05 17:21:36,58,24.7,-77.7667,76.96,7.85
432,Kamina,100,CD,2022-02-05 17:21:37,87,-8.7386,24.9906,67.17,1.43
433,Toamasina,75,MG,2022-02-05 17:21:37,83,-18.1667,49.3833,82.4,16.11
434,Bozuyuk,7,TR,2022-02-05 17:21:37,84,39.9078,30.0367,30.54,3.98
435,Alice Town,0,BS,2022-02-05 17:21:38,66,25.7167,-79.3,73.51,4.23
436,Pangnirtung,75,CA,2022-02-05 17:17:28,69,66.1451,-65.7125,-23.8,3.44
437,Goure,6,NE,2022-02-05 17:21:39,10,13.9835,10.2704,73.02,12.91
438,Hasaki,65,JP,2022-02-05 17:21:40,35,35.7333,140.8333,27.0,8.7
439,Fare,8,PF,2022-02-05 17:21:40,73,-16.7,-151.0167,80.55,17.34
440,Nizwa,3,OM,2022-02-05 17:21:41,25,22.9333,57.5333,72.48,2.21
441,Dunedin,44,NZ,2022-02-05 17:21:41,79,-45.8742,170.5036,50.81,5.79
442,Plettenberg Bay,2,ZA,2022-02-05 17:20:47,77,-34.0527,23.3716,71.76,21.12
443,Laguna,0,US,2022-02-05 17:21:42,78,38.421,-121.4238,55.4,1.01
444,Malartic,41,CA,2022-02-05 17:21:42,50,48.1335,-78.1328,3.02,6.04
445,Jumla,26,NP,2022-02-05 17:21:43,77,29.2747,82.1838,26.56,5.06
446,Keetmanshoop,13,NA,2022-02-05 17:21:43,23,-26.5833,18.1333,90.52,6.91
447,Santa Isabel Do Rio Negro,100,BR,2022-02-05 17:21:44,76,-0.4139,-65.0192,79.7,1.77
448,Semey,3,KZ,2022-02-05 17:21:44,86,50.4111,80.2275,0.23,8.1
449,Bon Air,0,US,2022-02-05 17:21:45,41,37.5249,-77.5578,39.81,3.0
450,Parana,1,AR,2022-02-05 17:21:01,50,-31.732,-60.5238,80.46,18.28
451,Gizo,98,SB,2022-02-05 17:21:46,80,-8.103,156.8419,82.47,11.16
452,Geraldton,1,AU,2022-02-05 17:21:44,88,-28.7667,114.6,66.61,4.61
453,Harlingen,0,US,2022-02-05 17:21:11,53,26.1906,-97.6961,49.95,9.22
454,Otwock,86,PL,2022-02-05 17:21:47,83,52.1058,21.2613,40.06,12.24
455,Pacific Grove,0,US,2022-02-05 17:21:47,61,36.6177,-121.9166,58.8,1.99
456,Tulun,100,RU,2022-02-05 17:21:48,86,54.5611,100.5792,23.0,6.96
457,Arvika,56,SE,2022-02-05 17:21:48,82,59.6553,12.5852,34.5,12.26
458,Kamaishi,51,JP,2022-02-05 17:21:49,66,39.2667,141.8833,26.78,10.13
459,Ilebo,87,CD,2022-02-05 17:22:49,68,-4.3167,20.5833,79.29,2.55
460,Wuwei,100,CN,2022-02-05 17:22:50,91,37.9281,102.6414,16.07,5.01
461,Poso,100,ID,2022-02-05 17:22:50,87,-1.3959,120.7524,76.78,3.69
462,Brigantine,20,US,2022-02-05 17:22:10,53,39.4101,-74.3646,33.06,24.16
463,Grindavik,75,IS,2022-02-05 17:22:38,80,63.8424,-22.4338,28.87,8.05
464,Le Port,100,RE,2022-02-05 17:22:51,82,-20.9373,55.2919,84.2,17.58
465,Hervey Bay,85,AU,2022-02-05 17:22:52,55,-25.2986,152.8535,68.04,23.53
466,Severo-Yeniseyskiy,99,RU,2022-02-05 17:22:52,92,60.3725,93.0408,14.65,10.4
467,Boddam,53,GB,2022-02-05 17:22:53,68,57.4667,-1.7833,40.39,26.75
468,Macenta,34,GN,2022-02-05 17:22:53,10,8.5435,-9.471,94.64,2.48
469,Archidona,98,ES,2022-02-05 17:22:54,57,37.0965,-4.3887,60.62,2.3
470,Dali,60,CN,2022-02-05 17:22:54,91,25.7,100.1833,41.52,5.32
471,Russell,0,US,2022-02-05 17:22:55,48,32.3502,-85.1999,45.37,8.99
472,Igarka,81,RU,2022-02-05 17:22:55,99,67.4667,86.5833,-12.35,5.06
473,Ketchikan,100,US,2022-02-05 17:19:12,93,55.3422,-131.6461,42.78,11.5
474,Olafsvik,100,IS,2022-02-05 17:22:56,63,64.8945,-23.7142,29.53,16.69
475,Nioro,0,GM,2022-02-05 17:22:56,5,13.35,-15.75,101.19,5.68
476,Kismayo,98,SO,2022-02-05 17:22:57,83,-0.3582,42.5454,78.42,12.59
477,Sabha,0,LY,2022-02-05 17:22:57,21,27.0377,14.4283,59.72,6.06
478,Severo-Kurilsk,100,RU,2022-02-05 17:22:54,90,50.6789,156.125,28.13,9.71
479,Centenario Do Sul,95,BR,2022-02-05 17:22:58,84,-22.8211,-51.5953,78.93,9.1
480,Kenai,100,US,2022-02-05 17:21:40,95,60.5544,-151.2583,27.09,11.5
481,Kenitra,90,MA,2022-02-05 17:22:59,70,34.261,-6.5802,62.73,11.61
482,High Level,20,CA,2022-02-05 17:22:59,84,58.5169,-117.136,-9.29,3.44
483,Bartica,95,GY,2022-02-05 17:23:00,92,6.4,-58.6167,77.32,3.06
484,Erzin,1,TR,2022-02-05 17:23:01,70,36.9559,36.2,50.72,2.71
485,Mitsamiouli,40,KM,2022-02-05 17:21:46,83,-11.3847,43.2844,82.69,9.22
486,Dundalk,20,US,2022-02-05 17:23:01,47,39.2507,-76.5205,33.12,10.0
487,Yumen,100,CN,2022-02-05 17:23:02,37,40.2833,97.2,15.67,14.25
488,Natal,20,BR,2022-02-05 17:23:02,58,-5.795,-35.2094,88.45,14.97
489,Kannur,99,IN,2022-02-05 17:23:03,72,11.8675,75.3576,71.44,7.38
490,Chatra,1,IN,2022-02-05 17:23:03,64,24.2167,84.8667,48.18,2.06
491,Balabac,97,PH,2022-02-05 17:23:04,82,7.9868,117.0645,80.31,21.3
492,Catemaco,100,MX,2022-02-05 17:23:04,91,18.4167,-95.1167,56.95,16.49
493,Ulladulla,92,AU,2022-02-05 17:23:05,78,-35.35,150.4667,66.87,10.54
494,La Sarre,57,CA,2022-02-05 17:23:05,85,48.8002,-79.1996,0.18,6.6
495,Oksfjord,45,NO,2022-02-05 17:23:06,85,70.2396,22.3479,29.32,17.76
496,Port-Gentil,9,GA,2022-02-05 17:23:06,75,-0.7193,8.7815,80.38,9.75
497,Kavaratti,39,IN,2022-02-05 17:20:21,61,10.5669,72.642,78.98,11.36
498,Manta,75,EC,2022-02-05 17:23:07,74,-0.95,-80.7333,82.18,6.91
499,Nome,0,US,2022-02-05 17:23:07,46,64.5011,-165.4064,1.47,9.22
500,Fort Nelson,75,CA,2022-02-05 17:23:08,71,58.8053,-122.7002,-4.41,4.61
501,Darapidap,14,PH,2022-02-05 17:23:08,71,17.2131,120.4114,74.43,5.19
502,Porosozero,100,RU,2022-02-05 17:23:09,91,62.7191,32.727,18.05,12.68
503,Gilgit,40,PK,2022-02-05 17:23:09,55,35.9221,74.3087,20.25,2.39
504,Ponta Delgada,20,PT,2022-02-05 17:23:10,72,37.7333,-25.6667,63.32,18.41
505,Kavos,12,GR,2022-02-05 17:23:10,78,38.8268,22.8322,53.13,0.25
506,Saint-Francois,40,FR,2022-02-05 17:24:11,80,46.4154,3.9054,40.44,5.75
507,La Ronge,75,CA,2022-02-05 17:22:24,64,55.1001,-105.2842,-9.15,9.22
508,Natchez,0,US,2022-02-05 17:24:11,52,31.5604,-91.4032,42.26,5.75
509,Boyolangu,84,ID,2022-02-05 17:24:12,86,-8.1181,111.8935,75.58,1.95
510,Stornoway,40,GB,2022-02-05 17:24:12,86,58.2093,-6.3865,35.92,5.01
511,Kharan,0,PK,2022-02-05 17:24:13,11,28.5833,65.4167,64.65,7.45
512,Tornio,100,FI,2022-02-05 17:24:14,94,65.8481,24.1466,26.62,16.44
513,Swellendam,37,ZA,2022-02-05 17:24:14,55,-34.0226,20.4417,70.18,20.45
514,Kuznechikha,95,RU,2022-02-05 17:24:15,100,57.2161,42.3348,7.86,3.06
515,Burgas,0,BG,2022-02-05 17:24:15,66,42.5061,27.4678,43.86,1.99
516,Maridi,87,SS,2022-02-05 17:24:16,18,4.9158,29.4742,79.74,5.08
517,Ostrovnoy,100,RU,2022-02-05 17:24:16,82,68.0531,39.5131,16.07,32.5
518,Moche,20,PE,2022-02-05 17:24:17,83,-8.1711,-79.0092,68.18,9.22
519,Jonesboro,0,US,2022-02-05 17:24:17,58,35.8423,-90.7043,30.07,8.01
520,Khandyga,92,RU,2022-02-05 17:21:32,100,62.6667,135.6,-42.29,1.7
521,Carutapera,100,BR,2022-02-05 17:24:17,86,-1.195,-46.02,79.9,6.31
522,Ossora,100,RU,2022-02-05 17:24:18,89,59.2353,163.0719,13.53,15.26
523,Mount Pleasant,0,US,2022-02-05 17:24:19,47,32.7941,-79.8626,53.98,4.0
524,Koplik,100,AL,2022-02-05 17:24:19,82,42.2136,19.4364,50.32,3.06
525,Surt,8,LY,2022-02-05 17:24:20,39,31.2089,16.5887,63.63,7.09
526,Camacha,20,PT,2022-02-05 17:24:10,77,33.0833,-16.3333,66.52,20.71
527,Alice Springs,0,AU,2022-02-05 17:21:43,94,-23.7,133.8833,58.55,0.0
528,Champerico,1,GT,2022-02-05 17:24:21,56,14.3,-91.9167,91.94,8.61
529,Faanui,12,PF,2022-02-05 17:24:22,70,-16.4833,-151.75,80.78,18.57
530,Marfino,0,RU,2022-02-05 17:20:05,92,55.7028,37.3822,15.94,6.71
531,Eydhafushi,12,MV,2022-02-05 17:24:23,68,5.1033,73.0708,81.84,11.45
532,Mitoc,99,RO,2022-02-05 17:24:23,75,48.1,27.0333,39.61,10.67
533,Griffith,100,US,2022-02-05 17:24:24,66,41.5284,-87.4237,19.51,3.0
534,Rock Sound,0,BS,2022-02-05 17:24:24,65,24.9,-76.2,74.88,6.91
535,Muisne,91,EC,2022-02-05 17:24:24,92,0.6,-80.0333,84.31,5.32
536,Sembe,53,CG,2022-02-05 17:24:25,22,1.6481,14.5806,85.8,2.82
537,Turukhansk,96,RU,2022-02-05 17:24:25,99,65.8167,87.9833,-7.26,4.9
538,Aliaga,76,PH,2022-02-05 17:24:26,85,15.5167,120.8667,71.37,1.23
539,Mahibadhoo,31,MV,2022-02-05 17:24:26,71,3.7833,72.9667,81.88,12.35
540,Duma,100,CN,2022-02-05 17:24:27,72,34.7653,108.135,26.62,2.91
541,Valparaiso,0,CL,2022-02-05 17:22:04,62,-33.0393,-71.6273,73.63,9.22
542,Vershino-Darasunskiy,55,RU,2022-02-05 17:24:28,97,52.35,115.5167,-12.77,4.21
543,Gumdag,99,TM,2022-02-05 17:24:28,75,39.2061,54.5906,44.35,20.29
544,Sungaipenuh,100,ID,2022-02-05 17:24:29,100,-2.0833,101.3833,64.89,1.66
545,Marystown,100,CA,2022-02-05 17:24:29,100,47.1666,-55.1483,43.86,12.39
546,Pandan,100,PH,2022-02-05 17:24:30,80,14.0453,124.1694,76.66,16.02
547,Zhezkazgan,93,KZ,2022-02-05 17:24:30,79,47.8043,67.7144,14.83,15.97
548,Biak,100,ID,2022-02-05 17:24:31,86,-0.9131,122.8766,76.05,3.15
549,Juliaca,40,PE,2022-02-05 17:25:31,29,-15.5,-70.1333,58.98,4.61
550,Cururupu,99,BR,2022-02-05 17:25:32,65,-1.8283,-44.8683,83.8,4.56
551,Ullapool,100,GB,2022-02-05 17:25:32,73,57.8987,-5.1604,38.35,27.98
552,Omsukchan,4,RU,2022-02-05 17:25:33,79,62.5333,155.8,-23.08,3.62
553,Henties Bay,9,NA,2022-02-05 17:25:33,76,-22.116,14.2845,69.85,8.05
554,Den Helder,100,NL,2022-02-05 17:25:34,88,52.9599,4.7593,47.01,25.01
555,Khor,80,RU,2022-02-05 17:25:34,100,47.8861,134.9464,-20.72,3.33
556,Kalmunai,6,LK,2022-02-05 17:25:34,77,7.4167,81.8167,76.06,8.97
557,Victor Harbor,90,AU,2022-02-05 17:25:35,81,-35.5667,138.6167,71.69,5.46
558,Umba,100,RU,2022-02-05 17:25:35,94,66.6871,34.3429,18.55,17.96
559,Naples,75,IT,2022-02-05 17:23:20,78,40.8333,14.25,56.14,1.14
560,Ponot,100,PH,2022-02-05 17:25:36,86,8.452,123.0222,78.35,19.44
561,Berkak,72,NO,2022-02-05 17:25:37,79,62.825,10.0118,23.79,10.29
